startup_id,cluster,log_funding,funding_rounds,years_since_founded,num_round_types_used,category_count
4432,3,14.118336629015209,1,2.0,1,3.0
4433,3,13.122365377402328,1,1.2,1,3.0
4434,2,13.652978687206291,3,5.0,2,1.0
4435,3,12.19711766914735,1,4.0,1,3.0
4437,1,16.89397427514565,4,4.0,5,1.0
4438,3,12.509213365019475,1,1.1,1,1.0
4439,0,15.76142084987672,1,1.8,1,5.0
4440,0,13.815511557963774,1,3.0,2,4.0
4441,0,14.048050623437156,1,3.3,1,4.0
4442,4,19.519293035953808,1,98.0,1,1.0
4444,1,16.67198082165602,4,12.0,2,1.0
4445,1,17.536373082144337,3,9.0,4,1.0
4446,2,17.3180604640072,3,14.0,2,1.0
4447,2,17.6356375706129,3,12.0,1,2.0
4449,3,9.61587214452889,1,1.2,1,1.0
4450,2,16.52356082573315,1,12.0,2,3.0
4451,0,12.54254845357358,1,5.0,1,5.0
4452,3,7.824445930877619,2,1.0,1,1.0
4453,3,10.596659732783579,2,3.2,2,4.0
4456,1,16.94664751219259,3,6.0,4,2.0
4458,2,15.424948670398354,2,2.1,1,1.0
4459,0,16.478964498177483,2,7.5,2,8.0
4462,1,16.583000805040108,5,7.0,1,3.0
4463,2,15.76142084987672,1,7.0,1,1.0
4464,3,10.949068194652432,1,2.1,1,4.0
4466,3,11.884495917930655,1,2.7,1,2.0
4468,0,13.997832948091215,2,4.9,2,7.0
4469,2,14.575966325733738,2,10.0,3,1.0
4470,3,11.918397239722838,1,4.1,1,1.0
4471,1,17.298130218331018,6,7.0,6,3.0
4473,2,14.74000752638553,1,3.0,1,1.0
4474,3,13.442315621554807,2,4.2,2,3.0
4475,3,13.122365377402328,1,2.3,1,2.0
4476,1,17.588271519047417,3,4.8,3,2.0
4477,0,15.830413711839864,2,20.0,1,5.0
4478,3,13.527829818844937,1,4.0,1,1.0
4481,2,13.815511557963774,2,4.0,2,2.0
4483,3,14.508658238524095,1,0.8,1,3.0
4485,2,15.135181292290564,3,38.0,2,1.0
4486,1,17.795192230557824,4,16.0,5,4.0
4489,2,16.37115817265545,1,5.8,1,1.0
4490,2,16.305410304803438,2,11.0,2,1.0
4496,3,11.9510578077426,1,7.0,1,1.0
4497,2,17.622173069956816,2,9.6,2,1.0
4501,2,14.220976332738882,2,2.5,2,2.0
4502,3,11.775297421715827,2,3.0,1,2.0
4504,2,14.759044403232233,2,4.0,2,1.0
4505,1,16.562781536322326,3,4.0,4,4.0
4508,2,13.843384446389795,2,6.0,1,1.0
4509,0,12.301387370778713,1,3.3,1,5.0
4510,2,17.25592868483099,2,10.0,2,1.0
4511,2,16.118095750958314,1,13.0,1,3.0
4513,2,15.894952224644102,1,14.0,2,3.0
4515,2,15.943742382861155,1,17.0,2,1.0
4517,2,14.731801689838349,1,24.0,1,1.0
4518,0,12.881567435377423,2,5.0,1,4.0
4520,3,11.695255355062795,1,0.8,1,3.0
4521,2,16.11809565095832,1,15.0,1,1.0
4522,3,11.51293546492023,1,6.4,1,1.0
4523,1,17.29661928482614,4,10.2,5,4.0
4524,3,11.736077016252437,1,4.0,1,1.0
4525,2,16.454567959008102,1,15.0,2,1.0
4526,0,15.814961609357223,5,8.0,4,11.0
4527,0,10.596659732783579,1,6.0,1,5.0
4528,3,14.508658238524095,2,2.8,1,3.0
4529,0,11.736077016252437,2,2.7,2,8.0
4530,1,18.687287258875934,5,9.7,5,9.0
4532,0,15.424948670398354,1,4.1,1,4.0
4533,0,14.508658238524095,2,2.4,1,7.0
4534,2,15.403842089584804,1,2.1,2,1.0
4535,2,14.673742423654101,3,4.0,2,1.0
4536,2,16.118095750958314,1,10.8,2,1.0
4537,2,14.914123179965662,1,32.0,1,4.0
4538,3,13.854732232655556,1,4.0,1,1.0
4539,2,14.45736497045232,1,5.0,1,1.0
4541,2,15.894952224644102,1,15.0,2,1.0
4545,2,14.25872157428663,1,12.0,1,1.0
4547,0,14.48334044336031,1,3.3,1,9.0
4550,2,13.752390763291544,2,1.5,2,1.0
4552,3,11.849404844423074,1,5.0,1,1.0
4553,3,12.388398368982115,3,3.5,2,1.0
4554,2,16.588099342704055,2,4.0,3,1.0
4557,2,15.201805169084134,2,3.9,3,1.0
4558,1,17.395404322298646,3,15.0,3,1.0
4559,3,13.054705328930334,1,1.1,1,1.0
4561,0,15.607270193858982,1,2.9,1,4.0
4562,2,15.424948670398354,1,19.0,2,1.0
4563,3,14.346139397261565,1,2.7,1,1.0
4564,3,12.899222326086994,1,3.6,1,2.0
4566,2,15.319588176962746,1,4.0,2,1.0
4567,2,17.093315488072708,2,10.8,1,3.0
4570,1,18.128656055980063,4,4.3,2,1.0
4571,2,16.151106159105932,3,7.0,2,1.0
4573,2,15.217163125734816,2,19.0,1,1.0
4575,2,16.993564429978885,1,18.0,1,1.0
4578,3,10.596659732783579,1,3.0,1,1.0
4579,3,12.847929163278053,1,3.0,1,1.0
4581,2,14.077875591662238,1,9.0,2,1.0
4583,2,15.507449876072164,3,3.0,2,1.0
4585,2,17.244971437303697,2,14.0,2,1.0
4590,3,10.596659732783579,1,3.0,1,1.0
4591,0,14.508658238524095,1,0.8,1,4.0
4593,3,10.596659732783579,1,3.3,1,1.0
4594,2,14.557448378884015,1,2.0,1,1.0
4595,3,13.769467666582738,1,2.5,1,1.0
4596,3,13.429849547739444,1,1.2,1,1.0
4597,2,14.731801689838349,1,7.0,1,1.0
4601,3,13.815511557963774,1,4.0,1,1.0
4602,3,11.48247656671073,2,2.3,1,2.0
4606,2,14.346139397261565,2,2.9,3,1.0
4607,2,20.030118658386467,1,9.0,1,2.0
4608,2,18.603002309079653,2,2.0,1,1.0
4609,0,12.819416048203921,2,1.3,1,6.0
4610,3,10.57441468619423,1,2.0,1,4.0
4611,3,11.918397239722838,1,3.1,1,1.0
4612,0,14.013353531914976,2,2.8,2,5.0
4614,0,11.156264806643742,1,2.8,1,5.0
4616,2,13.859331251887951,2,2.2,2,1.0
4618,3,14.046804008445598,1,5.0,1,1.0
4619,3,14.508658238524095,1,4.0,1,2.0
4620,2,15.955576839107596,3,4.9,2,1.0
4622,3,13.017005083966255,1,6.0,1,1.0
4625,2,16.13789837629371,1,6.0,2,1.0
4626,2,14.291231561830548,1,16.0,1,1.0
4627,3,13.997832948091215,1,3.0,1,2.0
4628,2,16.52356082573315,1,10.0,2,2.0
4630,1,18.058275139672464,3,11.3,3,1.0
4631,4,14.151983508870947,1,115.0,1,1.0
4632,3,11.918397239722838,2,6.0,1,1.0
4635,2,16.118095750958314,1,4.0,2,2.0
4636,3,12.611541086966115,1,2.6,1,3.0
4637,3,11.101945176173954,1,2.2,1,3.0
4638,3,11.51293546492023,1,6.3,1,2.0
4639,1,17.431819346125096,4,11.0,5,6.0
4642,0,11.849404844423074,1,0.9,1,5.0
4644,2,15.955985226246396,2,4.0,3,1.0
4645,3,12.429220196836383,1,8.2,1,1.0
4646,3,12.264982857408894,1,2.0,1,1.0
4647,2,14.46684045720367,4,3.3,1,3.0
4650,1,15.072664443686072,4,7.5,3,5.0
4651,1,15.49260730578806,4,3.0,2,1.0
4659,3,11.918397239722838,1,4.7,1,2.0
4660,3,12.872852749867677,2,3.1,1,2.0
4662,3,9.161465204194046,1,4.2,1,4.0
4664,2,15.068273812173887,2,3.8,3,1.0
4665,3,11.156264806643742,2,1.8,1,3.0
4666,3,9.90353755128617,1,0.6,1,1.0
4668,3,11.225256725762893,1,16.0,1,1.0
4669,0,13.259713718553241,2,2.1,2,9.0
4670,3,10.12667110305036,1,3.2,1,1.0
4672,0,15.53827733427679,2,3.0,1,4.0
4673,1,18.008946037924947,3,1.8,4,2.0
4674,3,12.899222326086994,1,3.8,1,2.0
4675,3,12.019700897774857,1,1.7,1,1.0
4676,2,16.266517207799527,2,24.0,2,1.0
4677,0,12.676079399771027,2,2.1,2,4.0
4680,3,13.122365377402328,1,3.6,1,1.0
4681,0,16.066802461833923,2,7.4,3,6.0
4682,2,14.99416586199818,2,5.9,3,2.0
4685,1,14.316286451937186,3,8.0,3,4.0
4686,2,17.622173069956816,3,7.0,1,3.0
4688,2,16.118095750958314,1,13.0,1,1.0
4689,2,16.118095750958314,1,4.0,2,3.0
4690,2,15.687312888712007,1,8.9,2,1.0
4691,0,12.429220196836383,2,1.3,1,4.0
4692,3,12.779875885354993,1,2.6,1,1.0
4693,1,17.054895270472016,6,10.0,2,1.0
4695,2,14.521880432125634,2,8.0,3,2.0
4696,3,13.122365377402328,1,7.0,1,3.0
4697,2,14.326140762637198,1,9.0,1,1.0
4699,3,8.546363568716018,1,6.0,1,1.0
4702,2,17.59796837497111,1,7.0,1,1.0
4703,2,14.914123179965662,1,20.0,1,1.0
4704,2,14.699278511355924,1,19.0,1,1.0
4711,2,16.811242881518265,1,10.0,1,1.0
4715,2,16.718975831541513,2,5.0,3,1.0
4716,2,15.985606572078902,1,13.0,1,1.0
4721,1,18.27415096283456,5,15.0,5,1.0
4722,2,15.295383373043725,1,7.0,1,1.0
4723,2,14.970693458120744,1,4.8,2,1.0
4724,2,17.216707972959764,1,16.0,1,1.0
4725,2,16.300417291085605,2,8.0,3,2.0
4726,2,14.914123179965662,1,11.0,2,1.0
4729,1,18.071123281966894,5,11.0,6,1.0
4732,1,17.72753358339242,5,9.0,3,1.0
4737,2,14.314737374886858,1,12.0,2,1.0
4738,2,15.090358980297102,2,22.0,3,1.0
4744,2,16.142681135859505,1,22.0,2,2.0
4745,2,15.894952224644102,2,11.0,2,1.0
4746,1,15.83705825367553,3,4.0,3,5.0
4748,3,13.535401074284367,1,4.0,2,1.0
4749,2,15.749101565605852,2,4.0,3,1.0
4751,1,17.585970022112107,3,13.0,4,2.0
4752,3,10.596659732783579,1,1.4,1,3.0
4753,0,16.52356082573315,2,7.8,3,5.0
4755,2,15.76142084987672,1,7.0,2,2.0
4756,2,15.064272389719987,2,8.0,2,3.0
4758,0,10.819798284210286,1,3.8,1,6.0
4760,2,15.319588176962746,2,6.0,3,1.0
4762,2,16.14765455028724,1,12.0,1,1.0
4765,2,15.219153803118994,2,4.0,3,1.0
4766,0,14.914123179965662,1,2.0,2,7.0
4767,3,12.140424175293612,1,8.0,1,1.0
4770,3,11.51293546492023,1,1.0,1,3.0
4771,1,15.86963441986494,4,2.0,4,2.0
4772,1,18.798655353869407,10,10.5,7,1.0
4775,1,17.03338592253893,4,3.4,4,6.0
4776,3,11.225256725762893,1,3.3,1,3.0
4777,3,11.561725152903833,1,3.1,1,2.0
4780,2,16.333207111220425,1,34.0,1,1.0
4785,3,13.26212705890841,1,2.0,1,1.0
4787,3,11.918397239722838,4,6.4,1,3.0
4788,2,14.833414473007977,1,4.0,1,3.0
4789,1,14.36939624590319,4,2.8,2,1.0
4790,3,12.765691290604371,2,11.3,2,3.0
4791,2,15.76142084987672,1,14.0,2,1.0
4793,0,14.914123179965662,3,3.0,2,7.0
4794,3,11.44053755112922,2,2.8,1,1.0
4797,0,15.86963441986494,2,4.4,2,7.0
4798,1,17.38543455815805,4,11.0,3,1.0
4799,2,15.691055874416074,1,11.6,1,1.0
4800,0,13.217675375388819,2,2.3,2,7.0
4801,1,15.78361417146455,3,3.0,3,1.0
4804,3,11.461642696843066,1,4.0,1,1.0
4805,1,15.018483162256882,3,4.0,3,1.0
4806,2,14.508658238524095,1,4.0,1,1.0
4807,3,14.346139397261565,1,4.0,1,2.0
4808,2,17.243892696277012,1,14.0,1,1.0
4813,3,12.323860125621126,2,8.0,1,1.0
4815,1,13.893371194343239,5,3.0,4,1.0
4816,2,18.132998684833918,1,31.0,1,4.0
4820,1,17.89862983509101,3,5.0,4,5.0
4821,1,18.822578978322973,8,11.0,6,1.0
4822,3,14.220976332738882,1,4.0,1,1.0
4823,3,11.156264806643742,1,2.2,1,3.0
4826,0,12.206077645517674,1,5.5,1,7.0
4828,0,13.997832948091215,1,15.0,2,6.0
4829,2,14.077875591662238,1,10.0,1,1.0
4832,4,15.834805918044399,4,91.0,2,1.0
4833,2,16.300417291085605,2,11.0,1,1.0
4834,2,15.830413711839864,2,7.0,3,3.0
4836,1,16.823665400899536,3,13.3,3,1.0
4837,1,14.311730638168724,4,10.0,2,1.0
4839,3,11.082157933374816,1,1.8,1,2.0
4842,3,12.535696485322548,1,2.0,1,3.0
4844,3,13.121098577882528,1,3.3,1,1.0
4845,2,15.424948670398354,2,4.0,2,2.0
4848,2,16.257870028038777,2,6.0,1,1.0
4850,3,13.815511557963774,1,4.0,1,3.0
4852,0,11.225256725762893,1,3.0,1,8.0
4853,1,15.179468303950918,5,5.0,3,1.0
4854,2,14.557448378884015,2,6.0,1,1.0
4855,3,13.681980308196241,3,4.0,1,1.0
4856,3,12.611541086966115,1,4.4,1,2.0
4858,3,14.508658238524095,1,0.7,1,2.0
4859,0,14.20114839847269,2,13.0,1,5.0
4861,2,17.997560715872655,2,26.0,2,1.0
4862,3,8.699681400989514,1,2.8,1,3.0
4863,2,16.582249767615163,1,7.0,1,1.0
4864,1,17.14069397786901,3,8.0,3,1.0
4865,2,13.997832948091215,1,19.1,1,2.0
4872,2,15.053885078862573,1,10.0,2,1.0
4874,2,17.47727574527377,2,15.0,2,1.0
4875,3,11.225256725762893,1,2.6,1,4.0
4876,2,19.328939308161516,1,8.0,1,3.0
4877,2,16.118095750958314,3,18.0,2,1.0
4878,3,10.819798284210286,1,6.0,1,1.0
4879,1,15.250595321348806,4,4.0,4,3.0
4880,2,16.118095750958314,1,3.6,2,3.0
4882,2,14.946912992035967,2,9.0,1,1.0
4883,3,13.560619598657233,2,5.0,1,1.0
4885,2,16.733281344102608,2,7.0,2,1.0
4886,1,15.920132520066161,4,5.1,3,2.0
4888,3,10.986376880739002,2,7.2,1,1.0
4889,3,9.210440366976517,1,3.7,1,3.0
4890,3,10.819798284210286,1,1.8,1,3.0
4891,1,17.6762402900575,3,8.0,4,3.0
4892,3,11.51293546492023,1,0.9,1,1.0
4896,0,9.392745258631441,1,1.7,1,7.0
4897,2,14.316286451937186,2,4.0,1,1.0
4898,3,12.51432175892192,1,0.4,1,2.0
4899,0,11.51293546492023,1,8.1,1,9.0
4900,3,12.429220196836383,1,1.6,1,4.0
4901,3,11.745472663079639,1,6.0,1,3.0
4902,2,15.424948670398354,1,10.0,2,2.0
4904,2,13.815511557963774,1,11.0,1,1.0
4907,1,17.426428497635523,4,6.0,4,1.0
4910,2,14.73668773171171,2,4.0,2,1.0
4911,1,20.64530429655778,6,7.2,5,1.0
4914,3,10.819798284210286,1,4.0,1,3.0
4915,2,15.319588176962746,1,12.0,2,1.0
4916,2,15.424948670398354,1,2.0,1,2.0
4917,1,16.899711525272462,4,3.2,5,4.0
4919,0,16.390029442632436,3,3.4,3,10.0
4920,0,13.001327306361068,3,3.1,1,4.0
4921,1,14.731801689838349,3,5.0,3,4.0
4923,1,15.49427208718307,3,7.0,3,1.0
4924,1,17.21372656641339,5,7.0,2,2.0
4925,1,17.622173069956816,4,6.4,4,2.0
4926,3,11.571203807011969,1,3.0,1,1.0
4927,2,16.5563506464056,1,1.3,2,2.0
4928,1,16.166885910365842,3,4.2,3,2.0
4929,3,12.787287765049253,1,4.0,1,1.0
4931,3,9.558811758564227,1,5.4,1,3.0
4932,0,13.217675375388819,2,4.8,2,5.0
4934,2,14.508658238524095,1,5.0,1,1.0
4935,0,12.206077645517674,2,3.0,1,5.0
4936,3,13.527829818844937,1,7.5,1,2.0
4937,1,15.201805169084134,3,3.9,3,2.0
4939,3,12.691583538230217,1,2.4,2,1.0
4940,0,14.346139397261565,1,4.8,2,6.0
4941,0,12.524530013005734,1,2.4,1,7.0
4942,3,12.611541086966115,1,1.7,1,3.0
4943,3,12.611541086966115,1,6.9,1,2.0
4944,2,16.118095750958314,1,16.0,2,1.0
4945,3,13.51440681653079,2,0.8,2,3.0
4946,0,11.51293546492023,1,4.0,1,5.0
4947,2,13.997832948091215,1,7.3,1,1.0
4948,3,13.527829818844937,1,4.0,1,3.0
4950,3,11.51293546492023,1,2.9,1,4.0
4951,3,13.864301674514206,2,4.0,1,1.0
4954,2,15.76142084987672,1,15.0,1,1.0
4955,3,11.225256725762893,2,17.0,1,1.0
4958,3,12.154784614286667,2,5.4,3,1.0
4959,0,13.042239499769934,3,5.7,1,5.0
4963,1,18.386089309534714,7,6.0,5,1.0
4964,2,15.775605482856605,3,3.0,1,1.0
4965,2,16.41820031748273,2,17.0,2,1.0
4966,2,16.012735246411598,1,11.0,2,2.0
4967,3,13.215855541983634,1,5.8,1,1.0
4969,2,16.22245575637265,2,32.0,3,1.0
4970,3,12.429220196836383,1,11.6,1,1.0
4973,3,12.54254845357358,1,11.0,1,1.0
4975,1,18.381204624585695,7,15.0,6,2.0
4977,0,10.596659732783579,1,1.7,1,5.0
4980,2,16.546626097144056,2,5.0,1,1.0
4981,2,16.27936388366082,1,45.8,2,2.0
4984,2,15.698024542667783,1,15.0,2,1.0
4985,1,17.51114569100513,6,8.1,4,1.0
4986,2,13.217675375388819,1,9.0,2,1.0
4987,1,14.45736497045232,3,3.0,3,4.0
4988,2,15.978833698567334,1,12.0,2,1.0
4989,0,15.373655386537118,2,7.9,2,11.0
4990,0,13.304686600863562,1,2.5,1,4.0
4991,2,16.55731792031837,2,3.0,3,1.0
4993,3,12.388398368982115,1,10.0,2,1.0
4996,2,19.33697147982652,2,18.0,1,3.0
4998,3,12.429220196836383,1,5.5,1,2.0
4999,0,14.173185701536545,3,2.5,1,4.0
5000,2,15.717618233614914,3,12.0,1,2.0
5001,0,13.122365377402328,2,4.9,2,7.0
5002,2,15.894952224644102,2,5.0,3,1.0
5003,0,14.914123179965662,1,0.9,1,4.0
5005,1,16.62365800800457,10,7.0,3,2.0
5007,0,13.122365377402328,1,1.1,1,8.0
5009,2,16.001561947061912,1,2.5,1,1.0
5013,3,10.596659732783579,1,3.0,1,1.0
5016,3,13.910821646859095,1,1.3,1,3.0
5017,3,12.765691290604371,1,9.3,1,1.0
5018,0,14.553990026362351,1,3.0,2,5.0
5019,0,18.371960945807185,2,13.0,2,6.0
5020,2,15.039286283703994,1,3.5,1,3.0
5021,2,13.6353750101108,2,17.3,1,2.0
5023,0,13.45883704259595,1,6.5,1,9.0
5024,3,10.887287388992688,1,3.3,1,4.0
5025,1,15.366335823202892,5,7.0,3,8.0
5027,3,14.30691847234368,1,1.6,1,2.0
5028,3,12.429220196836383,2,3.8,1,1.0
5032,2,16.176364653421913,2,6.6,3,2.0
5033,2,15.01363871556942,2,10.0,1,1.0
5034,1,17.615484081955163,5,5.0,4,1.0
5036,2,14.431305200763287,1,12.0,1,1.0
5037,2,12.793862088206213,1,24.0,1,1.0
5039,2,17.39345845137093,2,3.3,2,3.0
5040,3,13.081543466215237,1,5.1,1,2.0
5043,1,18.643824303266577,4,6.0,5,3.0
5046,1,16.385447533477222,7,5.6,5,3.0
5049,2,15.943742382861155,1,18.0,2,1.0
5050,1,16.84805685283375,3,9.0,3,3.0
5055,0,14.305929984322287,3,4.0,2,4.0
5056,0,15.76142084987672,1,3.0,2,4.0
5057,1,19.94779735685979,2,13.0,3,5.0
5058,3,11.849404844423074,1,1.0,1,1.0
5059,1,14.62139607103587,4,3.8,3,3.0
5061,0,13.157732451741687,2,11.3,1,4.0
5065,2,14.951151736417895,2,13.0,3,1.0
5066,2,15.424948670398354,1,4.0,2,1.0
5067,3,13.07107218827772,1,5.0,1,1.0
5068,3,9.210440366976517,1,5.8,1,2.0
5069,0,13.3374763699232,1,3.1,1,5.0
5071,2,18.20128019137029,2,14.0,1,1.0
5074,3,12.85840043573314,1,3.0,1,4.0
5076,3,12.037778246540562,1,5.0,1,2.0
5077,2,14.508658238524095,1,8.0,1,1.0
5079,3,11.695255355062795,1,2.0,1,2.0
5080,3,11.89066302639773,1,3.0,1,1.0
5082,0,11.931497632388995,1,3.3,1,6.0
5083,3,11.190527716429953,1,5.0,1,1.0
5084,3,12.429220196836383,1,3.8,1,1.0
5085,0,11.51293546492023,1,6.8,1,11.0
5086,3,10.596659732783579,1,3.2,1,4.0
5088,0,11.51293546492023,1,1.8,1,8.0
5089,2,18.420680753952364,3,15.0,2,3.0
5091,3,12.899222326086994,2,5.0,1,2.0
5092,1,18.100475493569128,5,8.4,6,2.0
5094,2,19.76121094680044,2,42.0,1,1.0
5095,0,12.186278018201994,1,1.6,1,7.0
5096,3,13.910821646859095,1,3.0,1,1.0
5099,1,16.540745649351383,3,9.0,3,2.0
5100,0,14.872543968525777,1,4.3,2,4.0
5101,3,13.122365377402328,1,7.2,1,2.0
5102,1,16.61887099947687,3,4.7,4,6.0
5104,3,9.830110082731352,1,2.6,1,3.0
5106,2,15.039286283703994,1,8.0,1,1.0
5107,1,14.995703140844421,3,4.0,3,1.0
5108,3,12.429220196836383,1,0.8,1,3.0
5109,2,14.946912992035967,2,25.0,1,1.0
5110,2,16.012735246411598,2,7.0,3,1.0
5111,2,17.182806422433504,2,14.0,2,1.0
5112,3,6.90875477931522,1,4.0,1,1.0
5116,2,16.906553056777135,1,5.0,1,1.0
5118,2,15.424948670398354,2,5.5,3,4.0
5121,1,16.65777376933691,4,5.0,3,1.0
5124,2,15.555976908243359,1,11.0,2,4.0
5126,1,18.618282339086033,5,9.0,5,2.0
5128,0,13.122365377402328,1,2.5,1,5.0
5129,3,14.403297778421795,1,1.0,1,1.0
5130,0,14.038654909278163,2,7.0,1,4.0
5132,1,17.474082442580418,6,15.0,4,3.0
5133,0,13.864301674514206,3,4.4,1,6.0
5134,1,15.846287058896417,5,6.3,4,7.0
5138,1,13.712370907691596,6,4.0,1,1.0
5142,2,15.1230595569938,1,22.0,1,1.0
5144,3,13.73755009757506,2,4.0,1,2.0
5145,2,14.655784235006998,4,4.0,1,1.0
5146,2,13.76421831620775,1,12.0,1,1.0
5147,3,13.910879826931891,1,6.0,1,1.0
5148,3,12.793042310111735,1,11.0,1,1.0
5150,2,15.722444181193012,2,4.0,2,1.0
5151,1,18.725112707958107,6,18.0,5,1.0
5152,2,11.758933617616437,1,41.0,1,1.0
5153,2,15.34330469837173,2,3.0,2,1.0
5156,2,15.179497958561624,1,10.0,1,1.0
5158,2,13.705696808027874,1,12.0,1,1.0
5159,2,14.80876270134486,1,5.0,1,1.0
5160,2,16.312839810055355,1,15.0,2,1.0
5161,3,13.384729180332174,1,3.0,1,2.0
5162,1,17.022872714203363,10,11.0,4,1.0
5163,2,15.373655386537118,1,3.0,1,1.0
5164,1,19.587526444235216,7,8.0,8,1.0
5165,1,16.266515742283485,3,5.0,3,1.0
5168,1,14.725783619927272,3,4.3,3,1.0
5169,2,14.45736497045232,1,9.0,2,1.0
5174,2,14.862829903121964,1,33.0,1,1.0
5175,1,16.215668088109584,4,9.0,2,1.0
5176,2,16.52356082573315,1,1.0,2,1.0
5178,2,15.878568747458381,2,13.0,2,1.0
5183,3,11.813037464800539,1,5.0,1,1.0
5184,2,15.176487367510099,3,4.0,2,1.0
5186,1,13.825461878915961,5,5.0,2,1.0
5190,1,18.115513370728085,8,10.0,6,1.0
5191,2,16.546626683463067,2,2.0,2,1.0
5192,3,10.819798284210286,1,3.0,1,1.0
5193,2,15.308414878861498,2,13.0,2,1.0
5194,2,15.201805169084134,1,5.0,2,1.0
5198,2,15.818341132225028,1,19.0,1,1.0
5199,1,16.08982939801491,5,12.0,2,1.0
5200,2,18.064005814299346,2,25.0,1,1.0
5201,2,15.803385043104912,2,15.0,2,1.0
5202,2,16.42558042423569,1,6.0,2,1.0
5203,2,15.746802667917555,3,7.0,2,1.0
5204,2,15.46416937585933,1,9.0,1,1.0
5205,2,16.765329826853026,1,9.0,1,1.0
5206,2,14.731801689838349,1,7.4,1,1.0
5207,2,15.35466033184367,2,5.0,2,1.0
5208,2,16.066802461833923,1,4.0,2,1.0
5212,2,13.760548436390142,4,16.0,1,1.0
5213,2,17.975307489262693,3,21.0,2,2.0
5215,2,14.954651358090699,1,6.0,1,1.0
5216,3,13.741802659616507,2,10.0,1,3.0
5217,2,14.872044855344981,3,30.0,2,1.0
5218,1,14.104441849816487,4,7.0,2,1.0
5219,2,17.707820634073258,3,28.0,2,1.0
5221,1,18.964539479008824,8,18.0,5,1.0
5223,2,16.997722439954657,1,12.0,1,1.0
5224,3,13.527829818844937,1,6.0,1,1.0
5225,2,13.61936184513229,1,21.0,1,1.0
5226,1,17.824660292271965,4,8.0,5,1.0
5228,3,14.508658238524095,1,1.0,1,1.0
5237,3,12.429220196836383,1,6.0,1,1.0
5238,2,13.668019321406922,1,17.0,1,1.0
5240,2,12.54254845357358,2,22.0,1,1.0
5241,2,13.433132383790289,1,18.0,1,1.0
5242,3,13.444448325847754,1,9.0,1,1.0
5246,2,16.064109365301558,3,19.0,1,1.0
5248,3,10.596659732783579,1,3.0,1,1.0
5251,2,16.206010919315037,2,16.0,1,1.0
5252,2,14.508658238524095,1,4.0,1,1.0
5253,3,13.815511557963774,1,1.1,1,1.0
5254,3,12.885148791788216,1,4.0,1,1.0
5256,2,15.350225139719656,1,12.0,1,1.0
5258,2,17.7430131539336,3,3.0,1,1.0
5260,1,18.44129495359119,6,12.0,4,2.0
5262,3,11.849404844423074,2,2.6,1,1.0
5264,2,14.077875591662238,1,12.0,1,3.0
5265,2,14.491001276566776,2,6.0,2,1.0
5266,3,13.592368256649284,2,4.8,1,1.0
5268,3,12.75130259456002,1,1.4,1,3.0
5269,2,15.424948670398354,1,4.0,1,1.0
5270,3,13.303360724486149,1,6.0,1,1.0
5271,2,16.834431093628453,2,16.0,2,1.0
5275,2,16.242125887710486,2,23.0,1,1.0
5276,2,16.54987813231892,2,4.0,3,1.0
5277,3,10.596659732783579,1,3.0,1,1.0
5278,2,15.424948670398354,1,10.0,2,1.0
5279,3,12.900970792253764,1,4.0,1,1.0
5281,1,16.454567959008102,3,4.0,3,1.0
5282,2,15.894952224644102,1,12.0,2,1.0
5283,2,13.815511557963774,1,12.0,2,1.0
5284,2,15.93781568869127,2,11.0,1,1.0
5285,2,14.77102238760702,1,9.0,2,1.0
5287,2,14.935724834500085,2,9.0,1,1.0
5289,2,14.316286451937186,1,11.0,2,2.0
5290,3,12.834683971615659,2,6.0,2,1.0
5291,2,14.220976332738882,1,11.0,1,1.0
5292,2,15.35237799261728,3,7.0,2,1.0
5295,3,13.093965960493682,1,7.1,1,1.0
5298,1,17.52085865645208,7,10.0,3,1.0
5299,1,15.388061224591281,4,18.0,2,1.0
5302,2,14.914123179965662,1,20.6,1,1.0
5303,1,18.1281775083479,6,13.0,4,2.0
5305,3,10.12667110305036,2,0.4,2,2.0
5311,2,16.118095750958314,1,15.0,2,1.0
5312,2,15.318405255627592,2,9.0,1,1.0
5313,2,12.793862088206213,4,5.2,2,1.0
5314,3,12.283038316285214,1,9.0,1,1.0
5315,2,15.728231266264748,1,14.0,1,1.0
5316,2,14.260059190328574,3,6.0,1,1.0
5320,2,15.520258832020865,1,7.0,2,1.0
5322,2,17.216707972959764,1,4.0,1,1.0
5324,2,15.176487367510099,2,13.0,2,1.0
5325,2,14.151983508870947,1,21.0,1,1.0
5327,1,15.196289989778627,4,13.0,2,1.0
5328,1,16.2303256078843,3,11.0,3,1.0
5330,3,12.07254696717504,1,5.0,1,1.0
5331,2,14.914123179965662,1,8.0,1,1.0
5332,2,13.317931805683793,1,16.0,2,1.0
5333,2,15.068273812173887,1,18.0,1,1.0
5335,0,13.955273369904273,2,8.0,1,4.0
5337,1,17.915340066992446,6,22.5,4,1.0
5338,2,15.249404136262438,2,10.0,1,1.0
5339,2,15.065718264556876,1,2.0,1,1.0
5340,0,14.34981381262677,1,11.0,2,5.0
5342,3,11.101100173709382,2,1.5,1,1.0
5343,3,10.463131911491967,2,2.4,1,3.0
5347,2,16.300417291085605,1,3.0,1,1.0
5348,2,15.76142084987672,1,34.0,1,1.0
5349,1,18.708222201518335,4,9.0,4,3.0
